col0,col1,col2
350.796233056681,-4.90038942650482,2458724.7119184695
350.796863835603,-4.9534922873186495,2458724.7119184695
350.7972390591418,-4.996811958065997,2458724.7119184695
350.7984733014817,-4.931070835336708,2458724.7119184695
350.798386066285,-5.0043375862090285,2458724.7119184695
350.7984613956183,-5.003680587696191,2458724.7119184695
350.79999275721906,-4.892879881037119,2458724.7119184695
350.8003524214037,-4.938527397729499,2458724.7119184695
350.8041192722815,-4.996979010222799,2458724.7119184695
350.8057745032887,-5.005747635234754,2458724.7119184695
350.8120034140146,-4.957337190265108,2458724.7119184695
350.81548361925616,-4.900813094190842,2458724.7119184695
350.8208917751503,-4.882135845865582,2458724.7119184695
350.82053903367097,-4.9888481072179625,2458724.7119184695
350.82183988880126,-4.948015918859145,2458724.7119184695
350.82342302237527,-4.956348665614557,2458724.7119184695
350.8249510465142,-4.914424859190783,2458724.7119184695
350.82559003819443,-4.898798283212616,2458724.7119184695
350.824511070904,-4.959347115592067,2458724.7119184695
350.82458284536807,-4.959785653850135,2458724.7119184695
350.8261220580032,-4.9589866334384345,2458724.7119184695
350.8251708049523,-4.958983807070822,2458724.7119184695
350.82605098724935,-4.9583289358954925,2458724.7119184695
350.82605285672946,-4.957744509579547,2458724.7119184695
350.8249470833071,-4.9602981163055695,2458724.7119184695
350.82524211141936,-4.9595684518773115,2458724.7119184695
350.82645882065157,-4.968119411841211,2458724.7119184695
350.8265128269663,-4.997192752443995,2458724.7119184695
350.8280191574038,-4.960672507831942,2458724.7119184695
350.82772554031646,-4.960963854442182,2458724.7119184695
350.828071987926,-4.990112413625878,2458724.7119184695
350.8292670207586,-4.959434282089416,2458724.7119184695
350.8308347357728,-4.9956718833106954,2458724.7119184695
350.8315671074904,-4.995454952235413,2458724.7119184695
350.83227893681783,-5.001665232323721,2458724.7119184695
350.8332987465481,-4.912696544040707,2458724.7119184695
350.83341244838124,-4.944543742006956,2458724.7119184695
350.83503241880203,-4.897949388641231,2458724.7119184695
350.83512025544843,-4.914965947759287,2458724.7119184695
350.8362821154589,-5.008176918023302,2458724.7119184695
350.8380121148122,-4.882914989909838,2458724.7119184695
350.8415903602398,-4.995484810851795,2458724.7119184695
350.8418605195836,-4.912283129941979,2458724.7119184695
350.84483166741427,-4.9653974293357015,2458724.7119184695
350.8481486597575,-4.9805293440087635,2458724.7119184695
350.85197399914824,-4.996830324065905,2458724.7119184695
350.8541362810321,-4.983907243615306,2458724.7119184695
350.8546755937192,-4.930141768224928,2458724.7119184695
350.85575337266107,-4.981428176215081,2458724.7119184695
350.8566152119981,-4.918898602614044,2458724.7119184695
350.85992826340464,-4.934320386088133,2458724.7119184695
350.8624305876491,-4.951932981151627,2458724.7119184695
350.86273765512834,-4.925343609045109,2458724.7119184695
350.8637511902445,-4.973488352971104,2458724.7119184695
350.865157806717,-4.902050749875137,2458724.7119184695
350.8653554869398,-4.908332394316093,2458724.7119184695
350.8679633986787,-4.89453591105934,2458724.7119184695
350.8710964122244,-4.986659450908719,2458724.7119184695
350.8712285805759,-5.01419690778043,2458724.7119184695
350.87206585882814,-4.980744817969469,2458724.7119184695
350.8727679204419,-4.900975982627004,2458724.7119184695
350.8769350102917,-4.944741537121006,2458724.7119184695
350.88020325827165,-4.88704600535739,2458724.7119184695
350.8812250967221,-4.908521828020449,2458724.7119184695
350.8812805858805,-4.980698152189837,2458724.7119184695
350.8815531763984,-5.010210862349894,2458724.7119184695
350.88405550386824,-4.914811105227154,2458724.7119184695
350.8851524586178,-4.8937053584938965,2458724.7119184695
350.8849033800717,-4.881434391967783,2458724.7119184695
350.8854697027901,-4.886694560128436,2458724.7119184695
350.8864504622263,-4.987726388453855,2458724.7119184695
350.888078609052,-5.004825049102606,2458724.7119184695
350.8885818830519,-4.9387834037208345,2458724.7119184695
350.89066866714205,-4.949089984860134,2458724.7119184695
350.89203123298097,-5.003594807568839,2458724.7119184695
350.8926902583507,-5.003304537585028,2458724.7119184695
350.89290555797015,-4.893141302014455,2458724.7119184695
350.8935150220744,-5.0200327977020045,2458724.7119184695
350.89494303673507,-4.984462998338153,2458724.7119184695
350.8951227513823,-4.997102294642096,2458724.7119184695
350.8984163623741,-4.996089013012554,2458724.7119184695
